Column1,Column2,Column3,Column4
0.6,1.04,1.12,0.87
0.71,0.84,1.06,0.87
0.68,1.03,0.86,1.04
0.7,1.13,0.88,1.03
0.74,0.96,0.89,0.88
0.85,1.05,0.85,1.09
1.01,1.13,0.96,0.82
0.82,0.96,0.9,0.84
0.7,0.87,0.81,0.87
0.82,0.94,0.87,1.16
0.84,1.11,1.18,1.14
0.96,0.85,0.82,1.04
1.08,1.2,0.96,0.85
0.93,1.01,0.86,1.17
0.82,1.09,0.81,0.8
0.89,0.89,1.16,0.82
0.81,1.09,0.81,0.88
0.69,0.87,0.86,1.04
0.7,1.0,1.14,1.0
0.77,0.83,0.99,0.98
0.72,0.82,0.95,0.83
0.6,1.12,0.84,1.06
0.72,1.11,1.02,0.86
0.72,0.93,1.09,0.88
0.8,1.04,1.08,0.82
0.72,0.94,1.18,1.1
0.62,1.02,1.19,0.94
0.7,1.06,1.06,1.2
0.8,0.96,1.1,0.8
0.86,0.81,1.01,0.99
0.83,1.07,1.19,1.11
0.97,1.18,0.96,0.99
0.88,1.01,0.82,1.06
0.99,1.2,0.99,1.1
0.82,0.85,1.12,1.1
0.7,0.99,0.89,1.11
0.6,1.14,0.98,0.81
0.6,1.1,1.13,1.03
0.67,1.07,1.15,1.15
0.6,1.05,1.15,1.13
0.6,0.98,0.83,0.96
0.68,1.15,1.15,1.14
0.69,1.05,1.07,1.18
0.71,1.12,1.11,0.96
0.65,0.93,0.88,1.19
0.6,1.17,1.16,0.89
0.6,0.95,1.11,0.88
0.6,1.19,1.1,1.09
0.67,0.9,0.81,0.92
0.72,0.8,0.96,0.85
0.73,1.06,0.81,1.06
0.68,1.0,0.9,0.89
0.6,0.95,0.97,0.89
0.61,1.01,1.0,1.0
0.64,1.06,0.81,1.15
0.69,1.15,0.84,0.99
0.76,0.9,0.89,1.19
0.63,1.17,0.83,0.92
0.74,0.87,1.15,1.16
0.61,0.86,0.99,0.94
0.68,0.81,0.88,0.82
0.8,1.2,1.02,1.12
0.93,0.87,0.82,1.2
0.76,0.92,0.94,0.94
0.65,1.03,0.84,0.88
0.6,1.15,0.81,0.9
0.7,1.1,0.86,1.06
0.6,1.06,1.03,1.0
0.6,1.09,1.08,0.82
0.6,0.84,0.89,1.03
0.7,1.05,0.81,1.16
0.83,0.85,0.82,0.86
0.88,1.08,1.18,1.14
0.96,1.04,1.05,1.18
0.98,1.08,1.1,1.19
1.1,1.2,1.12,0.85
1.31,0.96,1.19,1.1
1.28,0.97,0.91,0.84
1.17,0.93,0.96,0.96
1.06,1.16,1.04,1.15
1.09,0.86,0.88,0.92
1.07,1.06,1.15,0.94
1.23,0.83,0.86,0.99
1.19,0.81,1.18,1.17
1.27,1.05,0.83,0.97
1.24,1.01,1.15,0.99
1.2,1.13,0.8,0.96
1.15,0.88,1.0,1.16
1.01,0.99,1.01,1.07
1.21,0.96,0.98,1.13
0.99,1.04,1.19,0.85
1.04,1.1,1.18,1.16
0.92,0.81,1.15,1.01
0.92,0.91,1.14,1.0
0.8,0.94,0.87,1.01
0.87,1.06,0.92,0.82
0.9,1.18,0.81,0.98
0.79,0.98,1.16,0.9
0.8,1.15,0.92,1.06
0.8,0.9,0.87,0.97
0.94,1.16,1.14,0.96
0.76,1.16,1.07,1.04
0.81,0.81,1.08,1.2
0.69,0.83,0.85,1.08
0.78,0.88,0.88,1.17
0.85,1.06,1.15,0.93
0.81,1.04,0.81,1.16
0.88,0.89,0.93,0.92
0.71,0.87,0.83,1.09
0.84,0.94,1.03,0.86
0.97,1.1,1.13,0.96
1.11,0.94,1.05,0.93
0.91,0.86,1.12,1.0
1.05,0.93,0.98,1.1
1.02,0.94,0.84,1.17
1.1,0.95,1.01,1.17
1.05,1.06,1.06,0.88
0.87,1.12,1.03,1.14
0.81,0.88,1.01,1.06
0.94,1.02,1.08,1.09
0.75,1.02,0.99,1.04
0.85,1.15,1.08,0.94
0.83,0.97,1.1,1.1
0.82,0.98,1.0,0.93
0.75,1.19,1.01,0.92
0.79,1.02,0.85,0.93
0.9,0.98,1.02,1.09
0.76,0.93,0.93,0.81
0.75,1.17,0.93,0.84
0.84,1.08,0.96,0.9
0.99,0.97,1.02,0.94
1.06,0.89,1.08,1.12
1.21,1.01,0.94,1.0
1.07,0.98,1.11,0.85
1.19,1.0,1.12,0.91
1.27,1.12,1.17,0.99
1.23,0.96,1.13,0.96
1.4,1.03,0.82,0.93
1.13,0.95,0.83,1.09
0.93,0.97,0.92,0.89
1.07,1.01,0.92,0.88
1.08,1.09,0.98,0.81
0.94,0.9,1.03,1.03
0.76,1.05,1.0,1.17
0.78,1.02,1.0,0.98
0.78,0.84,1.07,0.84
0.72,1.14,1.01,1.16
0.77,1.07,1.08,0.99
0.66,0.82,0.95,1.18
0.68,0.96,1.03,1.11
0.61,1.13,1.0,1.11
0.6,0.89,1.07,0.89
0.65,0.86,0.99,1.13
0.6,0.94,1.19,1.17
0.6,0.9,0.92,1.16
0.63,1.04,0.87,1.2
0.71,1.12,1.05,1.15
0.6,0.88,1.01,1.02
0.6,1.15,0.88,1.08
0.69,1.01,0.86,0.91
0.78,0.98,0.96,0.9
0.73,0.95,1.16,1.06
0.84,0.86,0.92,0.99
0.97,0.93,1.09,1.12
0.96,0.88,0.89,1.2
0.79,1.11,1.04,1.07
0.95,0.92,0.81,1.05
1.08,0.98,0.85,1.08
1.07,0.94,0.93,0.85
1.11,0.83,1.16,1.19
1.23,0.89,1.07,1.12
1.4,0.96,1.19,1.01
1.23,1.16,0.84,0.96
1.36,1.2,0.88,1.05
1.23,1.05,1.19,0.82
1.08,1.09,1.02,1.16
1.22,0.91,1.02,0.93
1.36,1.16,0.82,1.17
1.4,1.08,0.94,1.15
1.39,1.02,0.98,0.94
1.4,0.82,0.98,1.11
1.33,1.11,0.92,0.97
1.07,1.12,1.16,1.05
0.99,1.07,0.89,0.94
1.04,0.93,1.13,1.12
1.14,1.04,0.87,1.13
1.21,0.85,1.04,0.92
1.07,1.12,0.88,1.11
1.06,0.88,0.9,0.82
0.89,1.19,1.02,0.84
0.84,0.89,1.02,1.03
0.86,1.06,0.82,1.11
0.87,1.14,0.83,0.95
0.93,0.91,1.04,1.11
0.98,0.99,0.86,0.91
0.79,1.14,0.87,1.12
0.64,0.89,1.04,0.89
0.6,0.93,1.06,0.92
0.6,0.96,1.14,1.1
0.6,0.86,1.09,1.12
0.67,0.85,1.08,1.02
0.61,0.93,0.98,0.85
0.66,1.16,1.1,0.9
0.64,0.92,0.91,1.2
0.64,0.94,1.18,0.97
0.6,1.16,1.07,0.82
0.67,0.86,1.05,1.15
0.69,0.85,1.18,0.95
0.79,1.04,0.86,1.01
0.66,1.15,0.91,0.89
0.66,0.92,0.81,1.13
0.61,0.87,0.95,1.05
0.68,0.96,0.92,1.08
0.69,0.81,1.0,1.0
0.68,1.11,0.97,1.08
0.6,1.17,1.2,1.03
0.66,1.1,1.1,1.19
0.73,1.0,1.19,0.87
0.6,1.09,1.18,0.8
0.6,1.11,0.97,1.12
0.65,0.96,1.14,0.8
0.75,1.18,1.04,1.08
0.66,0.86,1.0,0.91
0.62,0.86,1.01,0.94
0.6,1.07,0.95,1.06
0.6,1.05,0.88,0.94
0.67,1.12,0.98,1.19
0.67,1.11,0.84,0.87
0.71,1.18,1.11,1.1
0.82,1.03,1.03,0.92
0.72,1.09,1.2,1.16
0.79,0.97,0.8,0.83
0.65,1.07,1.05,0.98
0.63,1.18,0.86,1.16
0.62,1.14,0.95,0.97
0.6,0.94,1.08,0.88
0.6,1.16,1.07,1.05
0.67,1.1,0.81,0.83
0.6,0.92,0.99,1.17
0.69,1.06,1.0,0.99
0.82,0.8,1.06,1.14
0.83,0.82,1.05,0.87
0.79,0.95,1.15,0.91
0.76,1.17,0.81,1.1
0.7,0.91,0.9,1.15
0.69,1.11,1.03,0.93
0.68,1.01,0.95,1.13
0.62,0.85,1.2,0.88
0.6,1.02,0.94,0.89
0.7,0.83,0.96,1.09
0.6,1.06,1.11,0.86
0.6,1.0,1.2,1.12
0.6,1.15,1.08,0.96
0.62,0.81,0.98,1.14
0.63,0.85,0.94,0.97
0.67,0.99,0.83,1.0
0.79,1.12,0.96,1.17
0.85,1.09,1.05,0.91
0.79,1.16,0.81,1.17
0.84,1.17,0.87,0.84
0.93,1.07,0.96,0.85
0.79,1.05,0.88,1.06
0.78,1.08,0.93,1.15
0.7,1.1,1.12,0.88
0.65,0.93,1.19,1.17
0.78,1.03,1.13,0.95
0.84,1.01,1.05,1.09
0.96,1.02,0.9,0.94
1.0,1.09,0.87,1.01
1.06,0.93,1.01,0.9
1.26,1.03,1.13,0.95
1.16,1.14,1.02,0.88
1.03,1.17,1.15,1.03
0.83,1.02,1.09,0.98
0.81,1.14,1.17,0.87
0.83,1.16,0.87,1.03
0.76,1.0,0.81,1.16
0.79,1.17,0.92,1.18
0.66,1.07,1.07,1.02
0.6,0.96,0.86,0.95
0.66,0.9,1.2,1.19
0.79,0.92,1.01,0.91
0.91,1.09,0.95,1.14
1.04,1.02,0.89,0.91
1.23,0.88,0.93,1.04
1.09,1.05,1.0,1.1
1.2,0.88,0.81,1.15
1.08,0.94,1.03,1.13
1.13,0.87,1.19,0.96
1.15,1.02,1.05,0.89
1.21,0.91,1.08,0.89
1.0,1.01,0.9,1.07
1.03,0.83,0.99,1.12
1.06,1.0,0.95,1.02
0.91,1.05,1.14,0.93
0.87,1.16,1.03,1.0
0.88,1.18,1.1,1.0
0.89,0.94,1.02,1.02
0.97,1.2,1.01,0.99
1.16,1.02,0.95,0.96
1.38,0.94,0.93,1.04
1.4,1.06,1.11,1.2
1.27,1.19,1.16,1.05
1.38,1.18,1.18,1.11
1.33,1.01,0.95,0.93
1.23,0.91,1.01,0.95
1.36,0.94,1.13,0.9
1.4,1.01,1.05,0.82
1.4,0.93,1.03,0.97
1.4,0.93,1.02,1.06
1.4,1.0,0.87,0.91
1.4,0.81,1.05,1.1
1.13,0.86,0.91,0.82
1.02,1.01,1.01,0.95
0.97,0.88,1.09,0.93
0.78,0.98,0.98,1.17
0.68,0.93,1.0,1.03
0.6,0.95,0.95,0.89
0.61,0.87,1.01,0.84
0.67,0.81,0.88,0.93
0.61,0.89,1.2,1.18
0.61,1.18,1.14,0.84
0.64,1.09,0.87,1.09
0.6,0.8,0.99,1.12
0.65,1.18,1.11,0.85
0.61,1.08,1.01,0.87
0.6,1.08,0.98,0.94
0.6,0.98,0.98,0.93
0.62,1.16,1.03,0.85
0.6,1.01,0.94,1.06
0.6,0.99,1.15,0.99
0.6,0.86,1.01,0.92
0.6,1.14,1.0,0.96
0.6,1.1,0.98,1.06
0.6,1.08,0.82,0.8
0.6,0.85,1.11,0.9
0.6,0.82,0.87,1.1
0.6,0.97,0.91,1.12
0.6,0.96,1.16,1.11
0.6,0.81,0.87,1.05
0.62,1.01,0.87,0.88
0.74,0.97,0.88,0.94
0.64,1.05,0.87,1.07
0.72,1.08,0.93,1.02
0.61,0.94,1.18,1.15
0.65,0.97,1.18,1.16
0.6,1.06,0.96,0.95
0.64,0.95,0.89,0.91
0.65,1.19,0.87,1.0
0.6,0.88,0.89,1.16
0.6,1.08,0.95,1.01
0.61,0.87,1.01,1.18
0.73,0.8,1.16,0.9
0.7,0.82,1.02,1.1
0.69,1.06,0.97,1.1
0.6,0.99,1.09,1.04
0.6,1.09,0.89,1.13
0.66,1.01,0.88,1.11
0.62,0.98,1.09,1.13
0.66,1.0,1.04,1.15
0.6,1.01,0.92,1.14
0.6,1.19,1.05,1.11
0.69,0.89,0.92,1.17
0.62,1.01,1.04,0.82
0.71,0.84,0.85,0.85
0.63,0.84,0.95,0.85
0.71,0.95,1.15,1.05
0.79,1.12,0.84,1.02
0.64,0.93,0.88,1.08
0.65,1.02,1.15,0.97
0.6,0.93,1.14,1.04
0.6,0.89,0.88,0.97
0.71,1.16,0.96,0.89
0.74,1.18,1.1,1.12
0.77,1.2,0.91,0.85
0.72,0.94,1.0,0.86
0.8,1.05,0.97,1.05
0.94,0.93,1.08,1.1
0.95,1.02,0.91,1.04
0.78,0.81,1.0,1.08
0.75,0.84,1.16,1.13
0.73,1.18,0.94,1.19
0.74,0.93,0.81,1.08
0.74,0.98,1.05,0.95
0.69,1.13,1.14,1.07
0.78,1.04,0.85,0.86
0.62,0.85,0.86,1.19
0.6,0.95,1.13,0.95
0.64,0.8,1.08,1.13
0.67,0.95,0.91,0.95
0.6,1.13,0.93,1.2
0.6,1.04,0.81,1.14
0.72,1.12,0.89,0.85
0.63,0.92,1.17,0.93
0.7,0.95,1.12,1.02
0.73,1.1,1.1,1.08
0.7,1.15,1.01,0.81
0.72,0.98,0.89,0.86
0.71,0.89,1.18,1.05
0.62,1.02,1.06,1.13
0.6,1.16,0.96,0.95
0.6,1.0,1.03,1.17
0.64,1.04,0.87,1.06
0.61,1.07,1.11,0.89
0.6,0.83,1.04,1.17
0.7,1.05,0.91,0.93
0.76,1.15,1.06,0.8
0.87,0.99,1.11,0.89
0.9,1.03,0.97,1.1
0.94,0.98,1.12,0.84
1.07,0.97,0.89,1.06
0.95,1.15,1.15,1.17
1.06,1.02,1.05,0.88
0.87,0.9,1.06,1.2
0.99,1.17,0.93,0.96
1.16,0.97,1.05,0.91
1.04,0.87,1.19,1.18
1.09,0.93,0.81,1.0
0.99,1.08,0.96,1.06
1.05,1.01,1.17,0.86
1.11,1.11,0.87,0.86
0.9,0.94,0.89,1.06
1.01,0.93,0.89,0.93
0.93,0.93,0.98,0.89
0.84,0.83,0.91,1.16
0.93,1.14,0.8,0.99
0.81,1.17,0.95,1.09
0.86,1.11,1.05,1.09
0.92,0.82,0.95,0.94
1.1,1.18,0.81,1.02
1.04,0.83,1.07,0.91
0.98,1.17,0.94,0.89
0.98,0.93,0.99,0.96
0.84,1.18,0.83,1.05
0.8,1.08,0.92,0.85
0.87,1.16,0.94,1.1
0.85,1.12,1.16,0.83
0.99,1.15,0.95,1.0
1.02,1.01,1.19,0.89
1.19,1.07,0.83,1.17
1.18,1.12,0.81,1.12
1.09,0.86,1.02,1.17
1.08,1.08,1.16,1.19
1.25,1.17,1.06,0.94
1.0,0.92,0.94,0.81
1.09,1.15,1.08,1.15
0.97,0.82,0.98,0.98
0.9,1.15,1.09,1.07
0.77,0.87,1.06,1.0
0.7,1.03,0.87,0.93
0.68,0.95,0.93,1.15
0.81,1.02,0.81,0.93
0.81,1.13,0.82,0.88
0.76,0.89,1.02,0.83
0.86,1.19,1.18,0.93
0.72,0.8,0.86,1.02
0.79,1.14,1.14,1.09
0.86,1.12,1.08,0.88
0.69,1.11,1.12,0.8
0.69,1.13,1.15,1.07
0.6,0.89,1.05,0.86
0.6,1.17,0.82,1.03
0.61,0.92,1.09,1.15
0.66,1.16,1.1,1.14
0.62,0.95,0.98,1.14
0.6,0.89,0.85,0.85
0.6,0.84,1.17,1.06
0.6,0.96,1.14,0.95
0.6,1.14,1.14,0.87
0.64,0.85,1.01,1.06
0.6,1.1,1.12,0.92
0.67,0.92,1.06,0.85
0.67,1.06,0.82,1.05
0.69,1.02,0.83,0.99
0.74,0.89,1.19,1.01
0.65,1.07,0.91,1.06
0.73,1.14,1.11,0.81
0.83,1.12,0.81,0.89
0.73,1.13,0.98,0.93
0.83,1.18,1.08,1.13
0.79,0.97,1.06,0.84
0.78,0.98,1.13,0.99
0.65,0.93,0.89,1.11
0.69,0.86,0.82,1.0
0.7,1.19,1.05,1.12
0.6,1.11,0.93,0.93
0.67,1.02,0.91,1.03
0.74,1.1,0.98,1.04
0.73,0.97,0.97,0.97
0.83,0.91,0.96,1.1
0.73,0.84,0.87,1.04
0.78,0.85,0.96,0.88
0.84,1.16,0.84,0.97
0.82,0.85,0.8,0.95
0.69,1.02,0.91,1.15
0.71,1.15,0.87,0.91
0.72,1.09,1.16,0.82
0.7,0.85,1.1,0.92
0.75,1.15,1.07,0.98
0.7,1.04,1.06,1.01
0.63,0.86,0.95,0.96
0.74,1.1,0.94,1.02
0.86,1.0,1.19,1.17
0.77,0.81,0.81,1.05
0.84,1.09,0.98,0.94
0.73,1.02,1.15,1.07
0.86,0.93,0.91,1.01
0.79,1.04,0.89,0.94
0.87,0.89,1.15,1.18
0.96,1.05,1.09,1.08
0.98,1.01,0.95,1.0
1.16,1.0,1.08,1.13
1.25,1.03,1.07,1.18
1.3,1.14,0.86,1.15
1.16,0.96,0.88,1.09
0.97,1.01,0.83,1.1
1.04,0.85,1.18,0.81
1.24,0.95,0.91,0.95
1.07,0.92,1.05,0.86
1.13,0.84,1.09,0.82
1.28,0.98,1.13,0.89
1.4,0.94,1.0,0.98
1.4,1.03,0.94,0.91
1.4,1.18,0.91,1.09
1.35,1.02,1.1,1.16
1.4,1.17,1.02,0.95
1.22,1.14,0.83,1.08
1.4,1.01,0.91,1.18
1.32,1.09,1.15,1.02
1.07,1.0,0.86,0.93
0.95,0.97,1.14,0.99
1.08,0.81,1.18,1.0
1.01,0.9,0.99,1.0
1.15,1.19,1.19,0.84
0.98,0.87,0.88,1.19
0.85,1.11,1.02,1.13
0.81,0.84,0.81,0.87
0.87,1.1,1.13,1.08
0.74,0.84,1.01,0.92
0.63,1.05,1.15,0.85
0.65,0.89,0.87,1.19
0.62,0.89,0.95,1.01
0.74,0.85,1.1,1.0
0.79,0.97,1.08,0.95
0.74,1.16,0.9,0.86
0.72,0.9,0.95,1.03
0.81,1.18,0.96,0.99
0.79,0.97,1.01,0.87
0.79,1.1,1.07,1.19
0.89,1.18,1.0,1.03
0.94,1.16,1.13,0.95
0.84,0.95,1.17,1.03
0.8,0.98,1.15,0.88
0.91,1.18,0.89,0.86
0.92,0.86,0.8,1.19
1.0,1.1,1.07,0.88
1.07,0.81,0.92,0.86
0.98,0.87,0.98,1.18
0.84,1.16,0.91,0.88
0.91,1.17,1.17,1.07
0.85,0.85,1.12,1.14
1.01,0.89,0.86,0.82
0.93,0.83,1.19,1.06
0.9,1.19,1.06,0.83
0.75,1.01,1.01,1.18
0.81,1.19,0.86,0.93
0.73,1.07,1.08,1.16
0.8,0.82,0.89,1.04
0.72,1.1,0.97,0.9
0.64,0.95,0.86,1.09
0.61,1.12,0.96,1.01
0.71,0.96,0.95,1.08
0.6,0.88,1.15,1.1
0.66,0.89,0.95,1.07
0.6,0.97,1.05,1.15
0.6,0.99,0.94,0.82
0.65,1.04,1.12,0.89
0.6,1.07,1.11,1.03
0.6,0.82,1.2,1.13
0.6,1.14,1.17,0.91
0.6,0.85,1.15,1.07
0.63,0.94,0.98,0.85
0.6,0.87,1.11,1.17
0.71,0.92,0.83,0.91
0.83,0.84,0.91,1.04
0.69,0.88,0.98,1.11
0.6,0.81,0.87,1.08
0.6,1.16,0.88,0.82
0.6,0.85,1.03,0.89
0.68,1.01,1.03,0.83
0.72,1.17,0.99,1.15
0.67,0.83,1.09,0.89
0.77,0.86,0.94,0.86
0.84,0.81,1.04,0.91
0.68,0.86,1.11,1.06
0.79,0.85,0.97,1.08
0.92,1.09,0.91,1.04
1.04,0.86,1.12,1.09
1.09,0.98,1.12,1.19
1.06,1.17,1.17,1.12
0.99,0.87,1.1,1.12
1.04,0.96,1.06,0.9
1.02,0.82,1.01,0.86
0.95,1.11,0.88,1.17
0.93,1.12,1.13,0.81
0.76,0.98,1.14,0.81
0.73,1.04,1.17,0.98
0.64,1.1,1.0,0.86
0.65,0.8,1.05,1.0
0.67,1.13,0.94,0.85
0.71,1.01,0.89,1.11
0.66,0.89,1.04,0.98
0.61,0.96,0.85,0.85
0.6,0.85,0.95,1.1
0.66,1.03,1.0,0.9
0.66,1.12,1.14,0.92
0.74,1.04,1.09,1.19
0.61,0.9,1.1,0.8
0.64,1.01,0.94,1.01
0.69,0.89,0.88,1.16
0.72,1.12,0.89,0.97
0.76,0.97,1.03,0.94
0.9,0.86,1.12,0.83
0.88,1.14,1.18,1.17
0.98,0.97,1.16,0.82
0.97,1.08,0.97,0.88
0.91,1.02,0.86,1.11
0.88,0.86,1.19,0.94
0.83,1.16,1.16,0.94
0.67,0.86,0.94,1.17
0.6,1.09,1.11,0.84
0.6,1.07,0.92,0.8
0.6,1.08,1.03,0.99
0.7,0.86,0.93,0.99
0.72,0.97,0.87,0.82
0.64,0.86,1.11,1.0
0.71,1.06,1.19,0.87
0.62,1.12,0.99,1.13
0.64,1.04,1.0,0.81
0.63,0.88,1.01,0.85
0.6,0.91,1.05,1.14
0.6,0.98,0.91,0.9
0.6,1.04,1.02,1.02
0.66,1.19,1.0,0.8
0.6,0.88,1.08,1.17
0.6,0.95,1.02,0.84
0.6,0.9,1.01,0.91
0.63,0.84,0.95,1.13
0.64,1.14,1.09,0.99
0.62,1.05,0.88,0.93
0.6,0.99,1.19,0.85
0.62,0.8,1.06,1.16
0.69,1.01,0.89,1.05
0.71,0.91,1.16,0.94
0.62,0.88,1.12,1.19
0.62,0.81,1.17,0.82
0.6,1.11,0.83,0.86
0.6,1.07,0.82,0.99
0.68,0.92,0.89,1.02
0.72,1.09,0.9,1.1
0.79,0.98,1.09,0.92
0.91,1.05,1.1,1.13
0.79,0.81,1.01,0.99
0.84,1.08,1.0,1.01
0.96,0.88,1.0,0.85
0.89,0.9,1.14,0.92
0.81,0.95,1.06,1.0
0.7,1.01,0.88,0.97
0.6,1.13,0.88,1.18
0.66,0.96,0.96,1.13
0.72,0.96,1.09,0.87
0.73,0.82,0.96,1.16
0.86,1.15,1.05,1.11
0.94,1.03,0.84,1.01
0.86,1.14,1.02,0.98
0.85,0.87,1.12,1.06
0.83,0.86,0.91,0.83
0.93,1.16,0.91,1.12
0.84,1.15,0.92,1.1
0.68,1.11,1.06,1.13
0.7,0.8,0.93,0.85
0.75,1.07,0.86,1.03
0.74,1.14,0.8,1.19
0.73,0.96,0.92,0.87
0.63,0.86,1.06,0.86
0.66,0.99,0.9,1.12
0.72,1.08,0.97,0.94
0.6,1.05,1.01,1.06
0.6,1.01,0.99,0.82
0.67,0.88,0.85,1.06
0.6,0.86,1.07,0.81
0.71,0.83,1.17,1.13
0.85,0.86,0.97,0.89
0.99,0.97,0.81,1.16
0.8,0.93,0.87,0.96
0.78,0.88,0.91,1.19
0.92,1.08,1.01,1.02
1.1,1.12,0.94,0.87
0.96,1.01,1.18,0.81
1.03,1.01,0.99,0.84
1.22,1.17,0.89,0.94
1.09,0.87,1.18,0.89
1.1,1.16,1.0,0.87
1.1,0.85,1.1,0.88
1.18,1.03,1.15,1.13
1.37,0.97,0.9,0.8
1.4,1.07,1.17,1.06
1.33,0.88,1.11,0.87
1.1,0.97,1.14,0.98
0.94,1.09,1.06,1.2
0.98,1.1,1.01,1.1
0.9,1.01,0.86,0.88
1.04,1.19,1.11,0.86
0.9,1.1,1.05,1.1
0.87,0.98,0.82,0.9
0.92,1.16,1.0,0.81
0.95,1.09,1.13,0.85
1.01,0.86,1.06,0.9
0.91,0.99,0.99,1.14
0.73,0.89,0.86,1.04
0.73,0.8,1.0,0.98
0.63,0.92,0.99,0.99
0.63,1.13,1.01,0.93
0.75,1.08,1.2,1.18
0.81,1.01,0.87,0.99
0.89,0.88,1.12,1.19
0.88,0.9,1.13,0.83
0.81,0.9,0.89,1.15
0.93,0.99,1.19,1.03
1.08,1.09,1.09,0.97
1.04,0.87,0.83,1.04
1.0,0.94,0.9,0.91
1.13,1.19,0.85,1.16
1.34,0.91,1.11,0.94
1.4,0.89,1.12,0.95
1.4,0.9,0.89,0.81
1.4,0.91,0.99,0.96
1.4,0.85,0.89,0.94
1.22,0.88,0.8,1.04
1.23,1.03,1.15,0.99
1.01,1.05,0.91,1.06
1.2,1.06,1.01,1.07
1.16,0.85,1.14,1.09
1.18,0.93,1.01,0.91
1.33,1.14,0.88,0.82
1.34,1.15,0.97,1.12
1.4,0.86,0.89,0.98
1.4,0.84,1.04,1.15
1.4,0.98,1.09,0.9
1.4,0.95,0.99,0.99
1.4,1.18,1.19,0.84
1.29,1.02,1.11,0.92
1.35,1.18,1.1,1.06
1.4,0.85,0.94,1.12
1.4,0.84,1.11,1.01
1.25,1.02,0.88,1.08
1.32,0.81,0.95,0.87
1.37,0.9,0.8,0.83
1.17,1.15,0.84,0.9
1.22,1.06,0.98,1.13
1.23,1.0,0.87,0.9
1.39,1.15,0.95,1.06
1.26,0.82,0.91,0.92
1.2,1.13,1.09,1.14
0.99,1.04,1.11,0.87
0.89,1.14,1.04,0.92
0.94,0.94,1.0,0.91
1.13,0.91,1.0,1.11
1.26,0.88,1.15,0.86
1.4,1.07,1.14,0.98
1.17,1.14,1.05,0.99
1.4,1.16,1.16,0.89
1.4,1.11,0.82,1.18
1.4,1.07,0.95,1.19
1.4,1.15,0.99,0.85
1.29,1.14,1.05,1.11
1.26,0.82,1.13,0.92
1.18,1.07,0.98,0.88
1.35,0.95,1.15,0.86
1.4,1.04,1.01,1.01
1.37,1.15,0.82,1.14
1.37,1.02,0.99,1.03
1.23,0.91,0.96,0.97
1.34,0.86,1.04,1.12
1.22,0.87,0.94,1.16
1.17,0.81,0.88,0.81
1.0,1.1,0.93,1.16
0.97,1.17,0.99,0.96
1.14,0.86,1.16,1.08
1.36,1.12,0.82,1.03
1.25,0.99,0.99,0.85
1.2,1.03,1.2,1.04
1.13,0.8,1.13,0.84
1.27,0.97,1.02,1.16
1.4,0.8,0.87,1.09
1.23,1.0,1.19,1.0
1.12,0.95,1.05,1.07
1.08,1.07,1.12,1.15
0.93,1.03,1.12,0.91
0.95,1.03,1.11,0.99
0.88,0.96,0.89,1.14
0.84,1.05,0.81,1.2
0.9,0.9,0.8,1.19
1.06,0.91,0.98,1.01
1.05,0.82,0.93,1.11
0.97,1.16,1.19,0.93
0.93,0.88,0.91,1.0
0.96,1.01,0.87,0.9
0.93,0.93,1.02,0.89
1.09,1.13,0.91,0.91
1.11,1.16,0.84,1.19
0.93,1.14,0.89,0.89
1.01,1.0,1.09,0.81
1.08,1.15,0.89,1.18
0.91,0.95,0.82,0.99
0.87,1.09,1.1,0.86
0.93,0.81,0.88,0.92
0.98,1.14,1.1,1.07
0.88,1.07,1.18,0.86
1.01,0.85,0.97,0.92
1.14,1.0,1.05,1.1
1.24,1.06,0.89,1.14
1.4,0.89,0.83,1.16
1.4,1.1,0.98,1.19
1.4,1.02,1.05,0.85
1.12,0.94,0.94,1.04
0.99,0.84,0.91,0.87
0.9,1.18,0.85,0.94
1.01,1.16,0.85,1.2
0.98,0.94,0.98,1.08
0.8,0.85,0.9,0.82
0.81,1.1,1.04,0.86
0.94,0.91,0.91,0.98
1.07,1.17,0.82,0.95
0.86,1.2,1.09,0.86
1.01,1.18,0.82,0.87
1.08,1.06,1.09,0.94
1.03,0.96,1.03,1.09
1.2,0.83,1.19,1.03
1.13,1.06,0.81,0.94
1.21,0.84,0.94,1.13
0.99,1.02,1.1,1.01
1.0,1.05,1.13,0.89
1.02,0.86,0.81,0.92
1.08,0.83,0.94,1.19
1.24,1.09,1.14,0.93
1.4,1.04,1.19,0.83
1.2,0.82,1.02,1.05
1.01,0.84,0.82,0.91
1.12,1.19,0.98,0.94
1.08,1.02,1.05,1.09
1.28,1.18,1.12,0.92
1.15,1.16,0.81,0.82
1.34,1.18,1.06,1.1
1.4,0.99,1.13,1.05
1.4,0.82,1.2,1.15
1.4,1.04,1.15,0.92
1.21,0.85,0.82,0.95
1.35,0.83,0.91,1.11
1.4,0.96,1.03,0.88
1.22,1.12,1.13,0.87
1.38,1.17,1.15,0.88
1.16,1.14,0.9,1.12
0.93,1.16,0.89,0.85
0.79,0.92,1.06,1.17
0.83,0.92,1.06,1.07
0.75,0.83,1.04,0.88
0.61,1.05,0.91,1.08
0.69,0.89,0.92,0.98
0.65,1.14,1.15,0.95
0.7,0.95,0.85,1.07
0.6,0.89,0.91,1.18
0.66,1.13,0.9,1.14
0.69,0.87,0.86,0.96
